Link|Receta|Ingredientes|Comensales|Tiempo|Dificultad
https://www.recetasgratis.net/receta-de-emoliente-peruano-76817.html|Emoliente peruano|['1 manojo de cola de caballo', '1 rama de uña de gato', '½ manojo de hierba luisa', '1 manojo de hierba buena', '5 hojas de llantén', '8 cucharadas soperas de linaza', '2 membrillos', '1 cáscara de piña', '250 gramos de cebada', '1 rama de canela', '4 litros de agua caliente', 'jugo de limón c/n', 'azúcar o miel cruda c/n']|6 comensales|30m|Dificultad muy baja
https://www.recetasgratis.net/receta-de-pulpa-para-micheladas-76769.html|Pulpa para micheladas|['350 mililitros de agua', '200 gramos de tamarindo sin cáscara', '200 gramos de piña sin cáscara', '150 gramos de azúcar moscabado', '150 gramos de azúcar standar', '¼ taza de chile piquín', '¼ taza de chile chamoy', '2 cucharaditas de hojuelas de chile de árbol', '¼ taza de ajonjolí garapiñado', '¼ taza de chile piquín', 'sal y limón al gusto']|10 comensales|2h 30m|Dificultad muy baja
('https://www.recetasgratis.net/articulo-jugos-para-el-corazon-76682.html', 'Limonada de moras', ['2 cdas soperas de moras', '1 Limón', '500 ml de agua', '11/2 cdas soperas de azúcar blanco (sustituye por Stevia o algún edulcorante)'])|('https://www.recetasgratis.net/articulo-jugos-para-el-corazon-76682.html', 'Batido de piña y semillas de chía', ['1 Piña', '5 cdas de postre semilla de chía', '300 ml de jugo de naranja', '1 pizca de Stevia o edulcorante'])|('https://www.recetasgratis.net/articulo-jugos-para-el-corazon-76682.html', 'Zumo de granada y naranja', ['2 granadas', '4 naranjas', '2 zanahorias'])|('https://www.recetasgratis.net/articulo-jugos-para-el-corazon-76682.html', 'Zumo de papaya y cítricos', ['1 litro de zumo de naranja', '500 gr de papaya fresca en cuadros', '150 ml de zumo de limón', '4 cdas de azúcar morena (mejor Stevia o edulcorante)'])|('https://www.recetasgratis.net/articulo-jugos-para-el-corazon-76682.html', 'Zumo detox de espinaca', ['2 tazas de espinacas', '½ pepino', '½ manzana verde', '1 limón', '150 ml de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-el-corazon-76682.html', 'Batido de remolacha y fresas', ['15 fresas', '1 remolacha cocida', '½ cda postre de jengibre fresco', '500 ml de agua'])
('https://www.recetasgratis.net/articulo-batidos-adelgazantes-76267.html', 'Smoothie verde con plátano', ['1 plátano', '150 gr de espinacas', '½ aguacate', '1 cdta de miel de flores', '250 ml de leche', '1 cda sopera de copos de avena'])|('https://www.recetasgratis.net/articulo-batidos-adelgazantes-76267.html', 'Batido de vainilla y pera', ['2 peras', '2 yogures naturales', '1 pizca de canela molida', '½ cda postre de esencia de vainilla', '3 cdas de postre de azúcar', '200 ml de leche'])|('https://www.recetasgratis.net/articulo-batidos-adelgazantes-76267.html', 'Smoothie de cereza y plátano', ['1 plátano maduro', '125 gr de cerezas', '2 yogures desnatados', '175 ml de leche desnatada', '2 cdas soperas de miel (o sirope de agave)'])|('https://www.recetasgratis.net/articulo-batidos-adelgazantes-76267.html', 'Licuado de amaranto y papaya', ['500 ml de leche de almendras', '300 gr de papaya', '1 pizca de Stevia en polvo o edulcorante', '120 gr de avena en hojuelas', '60 gramos de semillas de amaranto'])|('https://www.recetasgratis.net/articulo-batidos-adelgazantes-76267.html', 'Licuado de manzana con avena', ['1 litro de leche light o descremada', '2 manzanas', '6 cdas soperas de avena', '2 cdas soperas de miel'])|('https://www.recetasgratis.net/articulo-batidos-adelgazantes-76267.html', '¡Muchos más licuados para cenar!', ['Licuado de avena, miel y amaranto', 'Batido de avena y plátano'])
('https://www.recetasgratis.net/articulo-jugos-para-la-gripe-76549.html', 'Batido de manzana y pera', ['1 manzana verde', '2 kiwis', '1 pera', '4 vasos de zumo de naranja', '4 tallos de apio', '1 piña'])|('https://www.recetasgratis.net/articulo-jugos-para-la-gripe-76549.html', 'Jugo de avena y zanahoria', ['2 zanahorias', '4 cdtas de avena en hojuelas', '3 naranjas', '1 taza de agua (240 ml)', '1 taza de piña'])|('https://www.recetasgratis.net/articulo-jugos-para-la-gripe-76549.html', 'Jugo de zanahoria con naranja para embarazadas', ['2 zanahorias', '3 naranjas', '1 chorro de agua (opcional)'])|('https://www.recetasgratis.net/articulo-jugos-para-la-gripe-76549.html', 'Smoothie de kiwi y naranja', ['2 naranjas', '3 guayabas', '3 kiwis', '2 mangos', '2 cdas soperas de miel'])|('https://www.recetasgratis.net/articulo-jugos-para-la-gripe-76549.html', 'Jugo tres en uno', ['1 remolacha', '5 naranjas', '1 zanahoria'])|('https://www.recetasgratis.net/articulo-jugos-para-la-gripe-76549.html', '¡Más jugos para la gripe!', ['Jugo de manzana', 'Jugo verde con piña', 'Piña y guayaba', 'Batido de remolacha y fresas', 'zumo depurativo de granada y pomelo', 'Jugo de piña y semillas de chía para adelgazar'])
('https://www.recetasgratis.net/articulo-jugos-para-bajar-la-glucosa-76532.html', 'Agua de Jamaica con canela y jengibre', ['350 gr de flor de Jamaica', '1 rama de canela', '1 trozo de jengibre', '2 litros de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-bajar-la-glucosa-76532.html', 'Jugo de nopal para bajar el colesterol', ['11/2 tazas de nopal picado', '2 piezas de limón', '1 litro de agua natural', '1 cdta de chía', '2 cdtas soperas de miel (reemplázalo por edulcorante)'])|('https://www.recetasgratis.net/articulo-jugos-para-bajar-la-glucosa-76532.html', 'Zumo detox de espinaca', ['2 tazas de espinacas', '½ pepino', '½ manzana verde', '1 limón', '150 ml de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-bajar-la-glucosa-76532.html', 'Licuado de berros y pepino', ['1 manojo de berro', '1 pepino', '1 manzana verde', '1 limón'])|('https://www.recetasgratis.net/articulo-jugos-para-bajar-la-glucosa-76532.html', 'Agua de sábila', ['1 hoja de sábila (hoja equivale a penca)', '1 limón', 'Endulzante de tu preferencia', '300 ml de agua potable'])|('https://www.recetasgratis.net/articulo-jugos-para-bajar-la-glucosa-76532.html', 'Más jugos para bajar la glucosa', [' Batido verde de brócoli y pepino', 'Jugo de chayote y lechuga', 'Jugo de chayote y lechuga', 'Agua de apio con limón', 'Agua de pepino con limón', 'Agua de tuna', 'Agua de alcachofa'])
('https://www.recetasgratis.net/articulo-licuados-para-desinflamar-la-vesicula-76483.html', 'Agua de alcachofa', ['2 alcachofas', '3 litros de agua', '1 limón', '10 hojas de menta (opcional)'])|('https://www.recetasgratis.net/articulo-licuados-para-desinflamar-la-vesicula-76483.html', 'Smoothie de sandía, manzana y frambuesas', ['200 gr de sandía', '12 frambuesas', '1 manzana', '400 ml de agua fría'])|('https://www.recetasgratis.net/articulo-licuados-para-desinflamar-la-vesicula-76483.html', 'Jugo de manzana', ['3 manzanas rojas', '1 limón', '30 gr de azúcar (mejor si lo sustituyes por miel o no lo añades)', '200 ml de agua fría'])|('https://www.recetasgratis.net/articulo-licuados-para-desinflamar-la-vesicula-76483.html', 'Jugo de betabel con zanahoria', ['5 zanahorias', '4 betabeles grandes (mejor cocidas)', '125 ml de agua o jugo de naranja (mejor con agua)'])|('https://www.recetasgratis.net/articulo-licuados-para-desinflamar-la-vesicula-76483.html', 'Agua de avena', ['1 taza de avena', '1 litro de agua', '1 rama de canela', '1 pizca de miel o papelón (opcional)', '4 gotas de esencia de vainilla'])|('https://www.recetasgratis.net/articulo-licuados-para-desinflamar-la-vesicula-76483.html', 'Otros licuados para desinflamar la vesícula', ['Jugo diurético de piña', 'Batido de remolacha y fresa', 'Té de manzanilla para adelgazar', 'Té de hierbabuena para adelgazar', 'Té de cúrcuma y jengibre', 'Té de piña para adelgazar'])
('https://www.recetasgratis.net/articulo-jugos-para-limpiar-los-vasos-sanguineos-76484.html', 'Agua de Jamaica con canela y jengibre', ['350 gr de flor de Jamaica', '1 rama de canela', '1 trozo de jengibre', '2 litros de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-limpiar-los-vasos-sanguineos-76484.html', 'Batido con piña y semillas de chía para adelgazar', ['1 unidad de piña', '5 cdas de postre de semillas de chía', '3 unidades de manzana verde', '300 ml de jugo de naranja', '1 pizca de Estevia edulcorante'])|('https://www.recetasgratis.net/articulo-jugos-para-limpiar-los-vasos-sanguineos-76484.html', 'Zumo depurativo de granada y pomelo', ['2 unidades de pomelo', '2 unidades de granada', '1 chorro de agua', '1 unidad de naranja'])|('https://www.recetasgratis.net/articulo-jugos-para-limpiar-los-vasos-sanguineos-76484.html', 'Agua de avena para adelgazar', ['1 taza de avena', '1 litro de agua', '1 pizca de miel o papelón opcional', '1 rama de canela', '4 gotas de esencia de vainilla'])|('https://www.recetasgratis.net/articulo-jugos-para-limpiar-los-vasos-sanguineos-76484.html', 'Té de cúrcuma', ['250 ml de agua', '1r rodajas de jengibre', '1 rodaja de cúrcuma o 1 cdta de cúrcuma en polvo', '½ limón (opcional)', '1 rama de canela (opcional)'])|('https://www.recetasgratis.net/articulo-jugos-para-limpiar-los-vasos-sanguineos-76484.html', 'Otros Jugos para limpiar los vasos sanguíneos', ['Té de jengibre para adelgazar rápido', 'Infusión de bayas Goji', 'Infusión de jengibre y limón', 'Té de piña para adelgazar', 'Té de apio'])
('https://www.recetasgratis.net/articulo-bebidas-mexicanas-76460.html', 'Margarita de fresa', ['120 ml de tequila', '60 ml de licor de naranja', '1 limón', '20 fresas', '60 gr de azúcar', 'Azúcar para escarchar', 'Hielo'])|('https://www.recetasgratis.net/articulo-bebidas-mexicanas-76460.html', 'Tescalate', ['3 piezas de tortilla de maíz', '2 cdas soperas de cacao en polvo', '1 taza de leche (240 ml)', '1 ½ cdtas de piñones', '½ cdta de canela', '½ cdta de achiote (llamado también onoto o anato)', '1 cdda sopera de azúcar o piloncillo (papelón o panela)', '1 taza de hielo'])|('https://www.recetasgratis.net/articulo-bebidas-mexicanas-76460.html', 'Michelada de tamarindo', ['1 bote de salsa chamoy', '1 bote de chile piquín', '1 litro de cerveza', '1 pizca de sal', '1 botella de refresco de tamarindo', '2 piezas de limón', '1 paquete de gomitas enchiladas'])|('https://www.recetasgratis.net/articulo-bebidas-mexicanas-76460.html', 'Horchata de amaranto', ['½ litro de agua', '½ taza de arroz', '1 rama de canela', '1½ taza de amaranto', '200 ml de leche evaporada', '½ litro de leche entera', '150 gr de leche condensada', 'Hielo al gusto'])|('https://www.recetasgratis.net/articulo-bebidas-mexicanas-76460.html', 'Chamoyada de tamarindo', ['400 gr de tamarindos en vaina', 'Stevia o endulzante al gusto', '½ taza de chamoy', 'Jugo de dos limones', '½ taza de chile en polvo', 'Hielo al gusto', 'Dulces de tamarindo para decorar'])|('https://www.recetasgratis.net/articulo-bebidas-mexicanas-76460.html', 'Otras bebidas mexicanas', ['Michelada con camarones', 'Michelada de mango', 'Michelada mexicana'])
('https://www.recetasgratis.net/articulo-licuados-con-espinacas-76440.html', 'Batido verde de espinacas y plátano', ['2 tazas de fresas frescas', '2 plátanos o bananos', '1 taza de leche de almendras', '1 taza de jugo de naranja', '1 taza de espinacas frescas', '1 manzana'])|('https://www.recetasgratis.net/articulo-licuados-con-espinacas-76440.html', 'Smoothie verde con plátano', ['1 plátano', '150 gr de espinacas', '½ aguacate', '1 cdta de miel de flores', '250 ml de leche', '1 cda sopera de copos de avena'])|('https://www.recetasgratis.net/articulo-licuados-con-espinacas-76440.html', 'Batido de pepino con arándanos', ['1 pepino', '1 taza de arándanos', '350 gr de yogur griego', '1 taza de cubos de hielo', '1 taza de espinacas', '1 taza de agua (240 ml)'])|('https://www.recetasgratis.net/articulo-licuados-con-espinacas-76440.html', 'Zumo detox de espinacas', ['2 tazas de espinacas', '½ pepino', '½ manzana verde', '1 limón', '150 ml de agua'])|('https://www.recetasgratis.net/articulo-licuados-con-espinacas-76440.html', 'Smoothie verde de kiwi', ['2 kiwis', '1 taza de espinacas', '1 cda sopera de azúcar moreno', '1 plátano', '300 ml de agua (11/4 tazas)', '2 rodajas de piña'])|('https://www.recetasgratis.net/articulo-licuados-con-espinacas-76440.html', 'Otros licuados con espinacas', ['Smoothie verde de espinacas y aguacate', 'Jugo verde detox y chayote', 'Jugo de espinacas, apio y manzana multivitamínico', 'Smoothie de plátano con manzana y espinacas', 'Batido verde para después de entrenar'])
('https://www.recetasgratis.net/articulo-licuados-con-avena-para-bajar-de-peso-76439.html', 'Batido de avena con frutas', ['1 taza de fresas frescas', '2 bananos', '1 taza de leche de almendras', '1 taza de avena en hojuelas', '2 manzanas', '1 cdta de canela'])|('https://www.recetasgratis.net/articulo-licuados-con-avena-para-bajar-de-peso-76439.html', 'Jugo de avena y zanahoria', ['2 zanahorias', '4 cdtas de avena en hojuelas', '3 naranjas', '1 taza de agua (240 ml)', '1 taza de piña'])|('https://www.recetasgratis.net/articulo-licuados-con-avena-para-bajar-de-peso-76439.html', 'Licuado de manzana con avena', ['1 litro de leche light o descremada', '2 manzanas', '6 cdas soperas de avena', '2 cdas de miel'])|('https://www.recetasgratis.net/articulo-licuados-con-avena-para-bajar-de-peso-76439.html', 'Licuado de avena, miel y amaranto', ['1 litro de leche de almendras', '150 gr de avena en hojuelas', '2 cdas soperas de mantequilla de maní', '40 ml de miel', '60 gr de semillas de amaranto'])|('https://www.recetasgratis.net/articulo-licuados-con-avena-para-bajar-de-peso-76439.html', 'Leche de avena y linaza para adelgazar', ['4 cdas soperas de avena en hojuelas', '3 cdas soperas de linaza', '2 vasos de agua', '1 sobre de edulcorante sin calorías', '1 gota de esencia de vainilla'])|('https://www.recetasgratis.net/articulo-licuados-con-avena-para-bajar-de-peso-76439.html', 'Otros licuados con avena para bajar de peso', ['Batido de avena', 'Batido de plátano y avena para adelgazar', 'Licuado de amaranto y papaya', 'Batido de avena y plátano', 'Batido de mango y avena', 'Batido energético para el desayuno', 'Batido de mango', 'Licuado de fresa con plátano y avena', 'Smoothie bowl de mango', ' Agua de avena para adelgazar'])
('https://www.recetasgratis.net/articulo-bebidas-para-desinflamar-el-vientre-76441.html', 'Agua de sábila', ['1 hoja de sábila', '1 limón', 'Endulzante de tu preferencia', '300 ml de agua potable'])|('https://www.recetasgratis.net/articulo-bebidas-para-desinflamar-el-vientre-76441.html', 'Té de piña para adelgazar', ['2 litros de agua', '1 piña madura grande', '1 rama de canela'])|('https://www.recetasgratis.net/articulo-bebidas-para-desinflamar-el-vientre-76441.html', 'Jugo de apio', ['1 tallo de apio', '50 gr de piña', '1 vaso de agua'])|('https://www.recetasgratis.net/articulo-bebidas-para-desinflamar-el-vientre-76441.html', 'Jugo diurético con perejil', ['1 manojo de perejil', '2 zanahorias', 'Agua', '3 gotas de zumo de limón'])|('https://www.recetasgratis.net/articulo-bebidas-para-desinflamar-el-vientre-76441.html', 'Agua de Jamaica', ['15 gr de flor de Jamaica', '1250 ml de agua', 'Hielo', 'Azúcar (opcional)'])|('https://www.recetasgratis.net/articulo-bebidas-para-desinflamar-el-vientre-76441.html', 'Otra bebidas para desinflamar el vientre', ['Té de manzanilla para adelgazar', 'Té de hierbabuena para adelgazar', 'Té de apio para adelgazar', 'Té de jengibre para adelgazar rápido', 'Té de perejil para adelgazar', 'Té de apio para adelgazar'])
('https://www.recetasgratis.net/articulo-jugos-para-la-vista-76251.html', 'Zumo de melón y fresas', ['500 gr de melón', '500 gr de fresas', '4 naranjas', '1 cda sopera de miel'])|('https://www.recetasgratis.net/articulo-jugos-para-la-vista-76251.html', 'Zumo de granada y naranja', ['2 granadas', '4 naranjas', '2 zanahorias'])|('https://www.recetasgratis.net/articulo-jugos-para-la-vista-76251.html', 'Zumo de naranja, zanahoria y jengibre', ['4 naranjas', '4 zanahorias', '1 pizca de jengibre fresco', '1 pizca de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-la-vista-76251.html', 'Batido verde de brócoli y pepino', ['100 gr de brócoli', '1 zanahoria', '1 pepino', '1 limón', '500 ml de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-la-vista-76251.html', 'Batido desintoxicante de mango y kiwi', ['2 kiwis', '1 mango maduro', '1 manzana verde'])|('https://www.recetasgratis.net/articulo-jugos-para-la-vista-76251.html', '¡Más jugos para la vista!', ['Batido de fresa y mango bajo en calorías', 'Batido de manzana y mango', 'Jugo tres en uno', 'Jugo de manzana', 'Jugo de melón y naranja', 'Jugo de guayaba y naranja', 'Licuado de piña y guayaba', 'Jugo de zanahoria mixto', 'Batido de manzana verde con kiwi', 'Batido de melón y kiwi para adelgazar', 'Jugo antioxidante de zanahoria', 'Jugo antioxidante de naranja'])
('https://www.recetasgratis.net/articulo-licuados-para-embarazadas-76224.html', 'Jugo de zanahoria mixto', ['3 zanahorias', '2 manzanas verdes', '50 ml de zumo de naranja', '500 gr de papaya'])|('https://www.recetasgratis.net/articulo-licuados-para-embarazadas-76224.html', 'Batido de remolacha y fresas', ['15 fresas', '1 remolacha cocida', '½ cda postre de jengibre fresco', '500 ml de agua'])|('https://www.recetasgratis.net/articulo-licuados-para-embarazadas-76224.html', 'Batido verde de espinacas y plátano', ['2 tazas de fresas frescas', '2 plátanos', '1 taza de leche de almendras', '1 taza de jugo de naranja', '1 taza de espinacas frescas', '1 manzana'])|('https://www.recetasgratis.net/articulo-licuados-para-embarazadas-76224.html', 'Jugo tres en uno', ['1 remolacha', '5 naranjas', '1 zanahoria'])|('https://www.recetasgratis.net/articulo-licuados-para-embarazadas-76224.html', 'Batido de arándanos y frutilla', ['2 bananos', '1 caja de arándanos', '1 caja de moras frescas', '500 gr de frutilla o fresa fresca', '500 ml de leche de almendras o leche de vaca'])|('https://www.recetasgratis.net/articulo-licuados-para-embarazadas-76224.html', 'Más jugos para embarazadas', ['Jugo de avena y zanahoria', 'Batido de plátano con kiwi', 'Smoothie de kiwi y jengibre', 'Batido de fresas y jengibre para adelgazar', 'Batido de plátano y fresa'])
('https://www.recetasgratis.net/articulo-jugos-para-el-estres-76223.html', 'Batido de mango con almendras', ['1 mango grande', '2 cdas soperas de almendras molida', '250 ml de leche desnatada', '125 ml de yogur natural desnatado', '1 cdta de extracto de vainilla', '1 cda soperas de zumo de limón', '2 cdas soperas de miel', '1 puñado de hielo'])|('https://www.recetasgratis.net/articulo-jugos-para-el-estres-76223.html', 'Smoothies Bowl de chocolate y plátano', ['5 cdas soperas de cacao en polvo', '½ taza de leche vegetal', '3 plátanos congelados', '2 cdas soperas de mantequilla de cacahuete'])|('https://www.recetasgratis.net/articulo-jugos-para-el-estres-76223.html', 'Batido de piña y semillas de chía para adelgazar', ['1 piña', '5 cdas de postre de semillas de chía', '3 manzanas verdes', '300 ml de jugo de naranja', '1 pizca de stevia o edulcorante'])|('https://www.recetasgratis.net/articulo-jugos-para-el-estres-76223.html', 'Smoothies verde de plátano', ['1 plátano', '150 gr de espinacas', '½ aguacate', '1 cdta de miel de flores', '250 ml de leche', '1 cda sopera de copos de avena'])|('https://www.recetasgratis.net/articulo-jugos-para-el-estres-76223.html', 'Batido silvestre', ['2 bananos', '2 cajas de arándanos', '2 cajas de moras o blackberry', '500 ml de yogur de frutilla o fresa (preferiblemente sin azúcar)'])|('https://www.recetasgratis.net/articulo-jugos-para-el-estres-76223.html', 'Más jugos para el estrés', ['Smoothie verde de espinacas y aguacate', 'Batido de manzana y plátano', 'Batido de manzana y mango', 'Batido de plátano y cúrcuma', 'Smoothie de cereza', 'Batido de plátano y fresa', 'Smoothie de mantequilla de maní y banano'])
('https://www.recetasgratis.net/articulo-licuados-detox-76289.html', 'Licuado de berros y pepino', ['1 manojo de berros', '1 pepino', '1 manzana verde', '1 limón'])|('https://www.recetasgratis.net/articulo-licuados-detox-76289.html', 'Zumo detox de espinacas', ['2 tazas de espinacas', '½ de pepino', '½ manzana verde', '1 limón', '150 ml de agua'])|('https://www.recetasgratis.net/articulo-licuados-detox-76289.html', 'Zumo detox piña, pepino y apio', ['1 rodaja de piña', '3 ramas de apio', '½ pepino', '½ vaso de agua'])|('https://www.recetasgratis.net/articulo-licuados-detox-76289.html', 'Jugo detox con naranja, jengibre y caqui', ['1 caqui maduro mediano', '½ naranja', '1 cdta de jengibre en polvo', '1 cda de postre de semillas de lino tostadas'])|('https://www.recetasgratis.net/articulo-licuados-detox-76289.html', 'Jugo de zanahoria mixto', ['3 zanahorias enteras', '2 manzanas verdes', '500 ml de zumo de naranja', '500 ml de gr papaya picada en cuadros'])|('https://www.recetasgratis.net/articulo-licuados-detox-76289.html', 'Otros licuados detox', ['Jugo detox lechuga y chayote', 'Zumo de zanahoria y manzana depurativo', 'Jugo de apio', 'Jugo antioxidante de zanahoria', 'Jugo de avena y zanahoria', 'Jugo verde de pepino', 'Jugo tres en uno', 'Jugo diurético con perejil', 'Batido de remolacha'])
('https://www.recetasgratis.net/articulo-jugos-para-la-tos-76268.html', 'Jugo de arándanos', ['1 naranja', '1 rodaja de piña', '1 vaso pequeño de frutos rojos o arándanos', '1 cda postre de miel'])|('https://www.recetasgratis.net/articulo-jugos-para-la-tos-76268.html', 'Jugo de manzana', ['3 manzanas rojas', '1 limón', '30 gr de azúcar o 1 cda de miel', '200 ml de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-la-tos-76268.html', 'Jugo de naranja, zanahoria y jengibre', ['4 naranjas', '4 zanahorias', '1 pizca de jengibre fresco', '1 pizca de agua'])|('https://www.recetasgratis.net/articulo-jugos-para-la-tos-76268.html', 'Agua de avena', ['1 taza de avena', '1 litro de agua', '1 pizca de miel', '1 rama de canela (opcional)', '4 gotas de esencia de vainilla (opcional)'])|('https://www.recetasgratis.net/articulo-jugos-para-la-tos-76268.html', 'Batido con piña y semillas de chía', ['1 piña', '5 cdas de postre de semillas de chía', '3 manzanas verdes', '300 ml de jugo de naranja', '1 pizca de Stevia edulcorante'])|('https://www.recetasgratis.net/articulo-jugos-para-la-tos-76268.html', 'Otros jugos para la tos', ['Jugo de nopal para bajar el colesterol', 'Batido desintoxicante de mango y kiwi', 'Batido de remolacha y fresas', 'Batido de guayaba y naranja', 'Licuado de piña y guayaba'])
('https://www.recetasgratis.net/articulo-batidos-detox-para-cenar-76160.html', 'Zumo detox piña, pepino y apio', ['1 rodaja de piña', '3 ramas de apio', '½ de pepino', '½ vaso de agua'])|('https://www.recetasgratis.net/articulo-batidos-detox-para-cenar-76160.html', 'Zumo de zanahoria y manzana depurativo', ['1 manzana', '1 apio', '1 zanahoria', '1 vaso de agua'])|('https://www.recetasgratis.net/articulo-batidos-detox-para-cenar-76160.html', 'Batido de pepino y arándanos', ['1 pepino', '1 taza de arándanos', '350 gr de yogur griego', '1 taza de cubos de hielo', '1 taza de espinacas', '1 taza de agua (240 ml)'])|('https://www.recetasgratis.net/articulo-batidos-detox-para-cenar-76160.html', 'Jugo de avena y zanahoria', ['2 zanahorias', '4 cdtas de avena', '3 naranjas', '1 taza de agua (240 ml)', '1 taza de piña'])|('https://www.recetasgratis.net/articulo-batidos-detox-para-cenar-76160.html', 'Batido de zanahoria y manzana bajo en calorías', ['4 manzanas verdes', '2 zanahorias', '30 gr de jengibre fresco', '1 litro de leche (sin lactosa o de soja)', '1 cdta de edulcorante sin azúcar'])|('https://www.recetasgratis.net/articulo-batidos-detox-para-cenar-76160.html', 'Batido de remolacha y fresas', ['15 fresas', '1 remolacha cocida', '½ cda postre de jengibre fresco', '500 ml de agua'])
('https://www.recetasgratis.net/articulo-31-bebidas-navidenas-76307.html', 'Ponche crema de oreo', ['11/2 tazas de leche evaporada', '11/2 tazas de leche condensada (360 gr)', '1 taza de agua (240 ml)', '3 huevos (la yema)', '12 galletas Oreo (trituradas)', '6 clavos dulces (opcional en polvo)', '3 ramas de canela', '1 pizca de nuez moscada', '1 taza de ron blanco'])|('https://www.recetasgratis.net/articulo-31-bebidas-navidenas-76307.html', 'Sorbete de limón cava', ['1 litro de helado de limón', '500 ml de cava', '200 ml de nata para montar o crema de leche'])|('https://www.recetasgratis.net/articulo-31-bebidas-navidenas-76307.html', 'Ponche de frutas con alcohol', ['2 litros de vino blanco', '4 cañas de azúcar', '3 manzanas', '5 guayabas', '½ kilo de tejocote', '1 taza de azúcar (200 gr)', '2 ramas de canelas', '1 taza de arándanos secos'])|('https://www.recetasgratis.net/articulo-31-bebidas-navidenas-76307.html', 'Batido cremoso de dulce de leche al whisky', ['500 ml de leche entera', '2 cdas soperas de cocoa en polvo', '200 gramos de dulce de leche', '1 taza de whisky', '150 ml de crema de leche o nata', 'Astillas de canela'])|('https://www.recetasgratis.net/articulo-31-bebidas-navidenas-76307.html', 'Bebida caliente de Navidad', ['1 taza de ginebra', '1 taza de vino tinto', '1 taza de azúcar (200 gr)', '1 cda sopera de anís', '1 cda sopera de clavos de olor', '2 ramas de canela', '1 taza de zumo de naranja'])|('https://www.recetasgratis.net/articulo-31-bebidas-navidenas-76307.html', 'Más bebidas de Navidad', ['Daiquiri de fresa', 'Daiquiri de sandia', 'Margarita de fresa', 'Gin tonic de fresas'])
https://www.recetasgratis.net/receta-de-agua-de-cacahuate-75995.html|Agua de cacahuate|['1½ tazas de cacahuates', '2 litros de agua', '50 gramos de piloncillo', '½ taza de azúcar                                                                    (100 gramos)', '½ taza de crema de cacahuate', '1 cucharadita de vainilla', '½ taza de granola', '½ taza de hojuelas de avena', '2 cucharadas soperas de leche']|5 comensales|3h|Dificultad baja
https://www.recetasgratis.net/receta-de-mojito-de-mango-75999.html|Mojito de mango|['100 gramos de mango', '1 lima', '6 hojas de hierbabuena', '2 cucharadas soperas de azúcar moreno', '100 mililitros de gaseosa, soda o agua con gas', '40 mililitros de ron blanco', '5 cubos de hielo']|1 comensal|10m|Dificultad baja
https://www.recetasgratis.net/receta-de-agua-de-jamaica-con-guayaba-75981.html|Agua de Jamaica con guayaba|['2 litros de agua', '300 gramos de flor de Jamaica', '1 rama de canela', '5 piezas de guayabas medianas', 'azúcar al gusto', 'hielo al gusto']|6 comensales|3h|Dificultad baja
